name,networth,education
Fida Mohammad Khan,,Aligarh Muslim University
Fidel Castro,,University of Havana
Fidel Pagés,,University of Zaragoza
Fidel V. Ramos,,Centro Escolar University
Fidel Villarroel,,University of Santo Tomas
Fidelia Njeze,,University of Nigeria Nsukka
Fidelma Healy Eames,,Carysfort College
Fidelma Macken,,Trinity College Dublin
Fielding Clarke,,Middle Temple
Fiennes Cornwallis,,Eton College
"Fiennes Cornwallis, 1st Baron Cornwallis",,Eton College
"Fiennes Cornwallis, 3rd Baron Cornwallis",,Eton College
Fife Symington,,Harvard University
Fikrat Yusifov,,Azerbaijan State University of Economics
Fikret Orman,,Yıldız Technical University
Fikret Otyam,,Mimar Sinan Fine Arts University
Fikri Işık,,Middle East Technical University
"Filemon Vela, Jr.",,University of Texas School of Law
Filip Anthuenis,,Industriële_Hogeschool
Filip Lundberg,,Uppsala University
Filip Teodorescu,,University of Bucharest
Filip Vujanović,,Faculty of Law University of Belgrade
Filipa César,,Berlin University of the Arts
Filipe Nyusi,,Brno University of Technology
Filippo Giorgi,,Georgia Institute of Technology
Filippo Mancuso,,University of Palermo
Filippo Menczer,,Sapienza University of Rome
Filippo Tamagnini,,University of Bologna
Filippos Petsalnikos,,Aristotle University of Thessaloniki
Filippos Sachinidis,,University of Piraeus
Filiz Akın,,Ankara University
Filiz Dinçmen,,Faculty of Political Science Ankara University
Filiz Polat,,Goethe University of Frankfurt
Filomena Tassi,,University of Western Ontario
Finian Tan,,University of Cambridge
Finis J. Garrett,,Bethel University (Tennessee)
Finn E. Kydland,,Norwegian School of Economics
Finn M. W. Caspersen,,Harvard Law School
Finn Nørgaard,,Candidate of Philosophy
Finn Pratt,,Australian National University
Finn Tarp,,University of Copenhagen
Finn Wagle,,Cand.theol.
Finn Wagle,,MF Norwegian School of Theology
Finn Wentworth,,Lehigh University
Finn Wittrock,,Juilliard School
Fiona A. Harrison,,University of California Berkeley
Fiona Ayerst,,Johannesburg
Fiona Bruce,,Hertford College Oxford
Fiona Bruce ,,University of Manchester
Fiona Caldicott,,St Hilda's College Oxford
Fiona Cross,,University of Canterbury
Fiona Fox ,,University of Westminster
Fiona François,,Northumbria University
Fiona Godlee,,University of Cambridge
Fiona Graham,,Keio University
Fiona Gubelmann,,University of California Los Angeles
Fiona Hall ,,St Hugh's College Oxford
Fiona Hyslop,,Heriot-Watt University
Fiona Kelleghan,,Florida State University
Fiona Ma,,Pepperdine University
Fiona Mactaggart,,The Cheltenham Ladies' College
Fiona McLeod,,University of Strathclyde
Fiona Millar,,University College London
Fiona Nash,,Charles Sturt University
Fiona Plunkett,,Mount Anville Secondary School
Fiona Reynolds,,Newnham College Cambridge
Fiona Sampson,,Royal Academy of Music
Fiona Scott,,Australian Graduate School of Management
Fiona Shackleton,,University of Exeter
Fiona Stanley,,London School of Hygiene & Tropical Medicine
Fiona Stewart ,,Doctor of Philosophy
Fiona Sze-Lorrain,,New York University
Fionnuala Kenny,,Nancy-Université
Fiorella Terenzi,,University of Milan
Firaq Gorakhpuri,,English literature
Firaq Gorakhpuri,,University of Allahabad
Firdaus Kharas,,London School of Economics
Firmanzah,,University of Lille
Firouz Naderi,,University of Southern California
Firouz Partovi,,RPI
Firoz Mahmud,,Rijksakademie
Fischer Black,,Harvard University
Fisher Ames,,Harvard University
"Fitz Eugene Dixon, Jr.",,Harvard University
Fitz Hill  Fitz Hill  1,,Ouachita Baptist University
Fiza Ibn-e-Faizi,,Jamia Islamia Faiz-e-Aam
Fjordman,,American University in Cairo
Flaminio Piccoli,,Ca' Foscari University of Venice
Flavia Pansieri,,Ca' Foscari University of Venice
Flavio Alves,,New York University
Fleeming Jenkin,,University of Edinburgh
Fleetwood Edwards,,Royal Military Academy Sandhurst
Flem D. Sampson,,Valparaiso University
Flemming Østergaard,,Stockbroker
Fletcher B. Swank,,Cumberland University
Fletcher Hale,,Harvard University
"Fletcher Hodges, Jr.",,Harvard University
"Fletcher L. Hartsell, Jr.",,Davidson College
Fletcher Srygley,,Mars Hill Bible School
Fletcher Stewart Thomas,,Ontario Agricultural College
Fletcher Thompson,,Woodrow_Wilson_College_of_Law
Fleur Agema,,Utrecht School of the Arts
Fleur Pellerin,,Sciences Po
Flick Drummond,,University of Hull
Flint McGlaughlin,,University of London
Flor Ayala,,Monterrey Institute of Technology and Higher Education
Flor Muñoz Rivas,,Universidad Francisco Marroquín
Flora L. Thornton,,Texas Tech University
Flora Lewis,,University of California Los Angeles
Florabel Muir,,University of Washington
Florence-Marie Cooper,,Whittier Law School
Florence Augusta Merriam Bailey,,Smith College
Florence B. Seibert,,Goucher College
Florence Barrett,,University College Bristol
Florence Bascom,,University of Wisconsin–Madison
Florence Blake,,University of Michigan
Florence Delay,,University of Paris
Florence Denmark,,University of Pennsylvania
Florence E. Wall,,Hunter College
Florence Ellinwood Allen,,New York University School of Law
Florence Harding,,Cincinnati Conservatory of Music
Florence Hedges,,University of Michigan
Florence M. Sullivan,,St. John's University School of Law
Florence Margaret Durham,,Girton College Cambridge
Florence Meier Chase,,University of Geneva
Florence Morse Kingsley,,Wellesley College
Florence Nebanda,,Master of Arts
Florence Oboshie Sai-Coffie,,University of Ghana
Florence P. Dwyer,,University of Toledo
Florence Pendleton,,Howard University
Florence Prag Kahn,,University of California Berkeley
Florence R. Sabin,,Johns Hopkins School of Medicine
Florence Reville Gibbs,,Brenau University
Florence Ryerson,,University of Michigan
Florence Shapiro,,Bachelor of Science
Florence T. Nakakuni,,William S. Richardson School of Law
Florence van Straten,,Massachusetts Institute of Technology
Florencio Abad,,Harvard University
Florencio Randazzo,,University of Buenos Aires
Florentina Mosora,,University of Bucharest
Florentine Rost van Tonningen,,Utrecht University
Florentino Pérez,2.0E9,Technical University of Madrid
Floria Sigismondi,,OCAD University
Florian Chmielewski,,University of Minnesota
Florian Philippot,,HEC Paris
Florian Znaniecki,,Jagiellonian University
Floriana Garo,,City College of New York
Florin-Alexandru Alexe,,Bucharest Academy of Economic Studies
Florin Hilbay,,University of the Philippines College of Law
Florin Sandu ,,University of Bucharest
Florin Tătaru,,Bucharest Academy of Economic Studies
Florinda Chan,,Beijing_Languages_and_Cultural_University
Florindo Fabrizio,,Edinboro University of Pennsylvania
Flossie Wong-Staal,,University of California Los Angeles
Floyd Abrams,,Cornell University
"Floyd Adams, Jr.",,Armstrong State University
Floyd Cunningham,,Nazarene Theological Seminary
"Floyd D. Culbertson, Jr.",,Dedman School of Law
Floyd E. Bloom,,Woodrow_Wilson_HS_(Dallas_TX)
Floyd Esquibel,,Sturm College of Law
Floyd Fithian,,Peru State College
Floyd Henry Allport,,Harvard University
Floyd J. McCree,,Lincoln University (Missouri)
Floyd K. Haskell,,Harvard University
Floyd K. Richtmyer,,Cornell University
"Floyd McKissick, Jr.",,Harvard University
Floyd Prozanski,,South Texas College of Law
Floyd Spence,,University of South Carolina School of Law
Floyd Zaiger,,University of California Davis
Fofi Gennimata,,National and Kapodistrian University of Athens
Fofó Iosefa Fiti Sunia,,University of Hawaii
Fola La Follette,,University of Wisconsin–Madison
Folake Solanke,,Newcastle University
Foley Beach,,Sewanee: The University of the South
Fonda Hawthorne,,Texarkana College
Fong Chan Onn,,University of Canterbury
Foo Mee Har,,University of New South Wales
Ford E. Stinson,,Benton High School (Louisiana)
"Ford E. Stinson, Jr.",,Benton High School (Louisiana)
Ford Frick,,DePauw University
Forest Dewey Dodrill,,Harvard Medical School
Forest Ray Moulton,,University of Chicago
Forest Shely,,Campbellsville University
Forest Whitaker,,Drama Studio London
Forester Augustus Obeysekera,,Royal College Colombo
Forrest Bird,,Northrop University
Forrest Church,,Harvard Divinity School
"Forrest Mars, Jr.",2.36E10,New York University
"Forrest Mars, Sr.",4.0E9,Yale University
Forrest Sawyer,,University of Florida
Forrest Shreve,,Johns Hopkins University
Forrest Smith,,Westminster College (Missouri)
Forrester Clark,,Harvard Business School
Fortunato Benavides,,University of Houston
Fortune Chasi,,University of Zimbabwe
Foster Campbell,,Northwestern State University
Foster Diebold,,Seton Hall University
Foster James Flint,,Texas Christian University
Foster V. Brown,,Burritt College
Foster Waterman Stearns,,Harvard University
Fotini Markopoulou-Kalamara,,Imperial College London
Fotios Zaharoglou,,Aristotle University of Thessaloniki
Fotis Kouvelis,,National and Kapodistrian University of Athens
Fouad Abdulhameed Alkhateeb,,University of Baghdad
Fouad Siniora,,American University of Beirut
Fouad Zakariyya,,Ain Shams University
Foung Hawj,,University of Kansas
Four Price,,St. Mary's University School of Law
Fox Butterfield,,Harvard University
Foysol Choudhury,,University of Edinburgh
Fradique de Menezes,,Free University of Brussels
Fran Bailey,,University of Queensland
Fran Bladel,,University of Tasmania
Fran Bošnjaković,,University of Zagreb
Fran Coleman,,University of Denver
Fran Hauser,,Pace University
Fran Jesenko,,University of Vienna
Fran Kelly,,St Dominic's Priory College Adelaide
Fran Kranz,,Harvard-Westlake School
Fran Kranz,,Yale University
Fran Logan,,University of Sydney
Fran Pavley,,California State University Fresno
Fran Rubel Kuzui,,New York University
Fran Unsworth,,University of Manchester
Franc Rode,,Institut Catholique de Paris
Franca Treur,,Literary science
Franca Treur,,Leiden University
France-Albert René,,King's College London
France A. Córdova,,Stanford University
France Bučar,,University of Ljubljana
Frances-Anne Solomon,,Television studio
Frances-Anne Solomon,,University of Toronto
Frances A. Genter,,University of Minnesota
Frances Adamson,,University of Adelaide
Frances Ames,,University of Cape Town
Frances Ann Hurley,,Saint Xavier University
Frances Arnold,,University of California Berkeley
Frances Ashcroft,,University of Cambridge
Frances Baard,,Perseverance School
Frances Bagenal,,Lancaster University
Frances Bavier,,American Academy of Dramatic Arts
Frances Blogg,,Notting Hill and Ealing High School
Frances Blogg,,St Stephen's College Clewer
Frances Claudia Wright,,Gray's Inn
Frances Conroy,,Juilliard School
Frances Cress Welsing,,Antioch College
Frances Crook,,University of Liverpool
Frances D. Fergusson,,Harvard University
Frances E. Allen,,University at Albany SUNY
Frances F. Alexander,,Salem State University
Frances Farenthold,,University of Texas School of Law
Frances Farley,,New York University
Frances Farmer,,West Seattle High School
Frances Farmer,,University of Washington
Frances Feldman,,University of Southern California
Frances Fitzgerald ,,University College Dublin
Frances Folsom Cleveland Preston,,Wells College
Frances Fox Piven,,Master of Arts
Frances Hardcastle,,University of Cambridge
Frances Horwich,,Northwestern University
Frances Hughes Glendening,,University of Maryland College Park
Frances Hugle,,University of Cincinnati
Frances Jalet-Cruz,,Radcliffe College
Frances Jones Bonner,,Boston University
Frances Kirwan,,University of Cambridge
Frances Lewine,,Hunter College
Frances Lynn,,Malvern St James
Frances McConnell-Mills,,University of Colorado Denver
Frances McDormand,,Guthrie Theater
Frances McDormand,,Bethany College (West Virginia)
Frances O'Connor,,Curtin University
Frances O'Grady,,Middlesex University
Frances O'Roark Dowell,,Master of Fine Arts
Frances O'Roark Dowell,,University of Massachusetts Amherst
Frances Oldham Kelsey,,McGill University
Frances Patterson,,University of Leicester
Frances Perkins,,Wharton School of the University of Pennsylvania
Frances Rivera,,University of the Philippines
Frances Saunders ,,University of Nottingham
Frances Spence,,Chestnut Hill College
Frances Stead Sellers,,University of Oxford
Frances Stewart,,Somerville College Oxford
Frances Townsend,,University of San Diego School of Law
Frances Yates,,Warburg Institute
Francesca Happé,,Corpus Christi College Oxford
Francesca Rossi,,University of Pisa
Francesca Sterlacci,,Fashion Institute of Technology
Francesco Alberoni,,University of Pavia
Francesco Bertelli,,University of Bologna
Francesco Brioschi,,University of Pavia
Francesco Carotta,,Linguistics
Francesco Cossiga,,University of Sassari
Francesco Crispi,,University of Palermo
Francesco Daverio,,University of Pavia
Francesco De Rubertis,,University of Pavia
Francesco Falconi,,University of Siena
Francesco Faà di Bruno  Francesco Faà di Bruno  1,,University of Paris
Francesco Mainardi,,University of Bologna
Francesco Marciuliano,,Duke University
Riya Dey,,Fakir Mohan University
Riyad Mansour,,University of Akron
Riyaz Ahmad,,Kumaun University
Rizal Ramli,,Bandung Institute of Technology
Rizalino Navarro,,Harvard Business School
Rizwan Hussain,,Master of Laws
Rizwan Hussain,,Lincoln's Inn
Rizwan Khan,,University of Wales
Rizwan Manji,,American Musical and Dramatic Academy
Rizwana Hasan,,Master of Laws
Rizwana Hasan,,University of Dhaka
Ro Foege,,Wartburg College
Ro Khanna,,Yale Law School
Roald Hoffmann,,Harvard University
Roald Sagdeev,,Moscow State University
Rob A. Rutenbar,,University of Michigan
Rob Adam,,University of South Africa
Rob Akers,,University of Queensland
Rob Altemeyer,,University of Manitoba
Rob Anderson ,,University of Alberta
Rob Andrews,,Cornell Law School
Rob Astorino,,Fordham University
Rob Bell ,,Juris Doctor
Rob Bishop,,University of Utah
Rob Blokzijl,,University of Amsterdam
Rob Bonnet,,Dulwich College
Rob Bonnet,,University of Sussex
Rob Bonta,,Juris Doctor
Rob Bradley,,University of Florida
Rob Brown ,,British Columbia Institute of Technology
Rob Buckman,,St John's College Cambridge
Rob Burch ,,University of Notre Dame
Rob Burton,,Columbia University
Rob Cohen,,Harvard University
Rob Cook,,Montana State University
Rob Cornilles,,Brigham Young University
Rob Couhig,,Tulane University Law School
Rob Davies ,,Rhodes University
Rob Delaney ,,New York University
Rob Eastlund,,University of Minnesota
Rob Ecklund,,Rainy River Community College
Rob Gibson,,University of Dundee
Rob Glaser,,Yale University
Rob Graham,,Brigham_Young_University_'89
Rob Graham,,J._Reuben_Clark_Law_School_'92
Rob Hardy,,Greene Street Friends School
Rob Hardy,,Florida A&M University
Rob Heppler,,W+K_12
Rob Hogg,,University of Minnesota Law School
Rob Hood,,Macquarie University
Rob Hutton,,Bachelor of Arts
Rob J. Hyndman,,University of Melbourne
Rob Kall,,Pre-medical
Rob Kall,,Pennsylvania State University
Rob Kardashian,,University of Southern California
Rob Kauffman ,,American University
Rob Keighron,,Bachelor of Sacred Theology
Rob Keighron,,Pontifical North American College
Rob Krupicka,,Bachelor of Arts
Rob LeDonne,,Cairo-Durham_Central_School_District
Rob Letterman,,University of Southern California
Rob Lotterstein,,George Washington University
Rob Lougheed,,University of Alberta
Rob Manfred,,Harvard Law School
Rob Marciano,,Cornell University
Rob Marris,,University of British Columbia
Rob McClure,,New Milford High School (New Jersey)
Rob McCord,,Harvard College
Rob McKenna,,University of Chicago Law School
Rob Miller ,,Norwich University
Rob Minkoff,,Palo Alto High School
Rob Minkoff,,California Institute of the Arts
Rob Moore ,,Pepperdine University
Rob Moore ,,University of New Brunswick
Rob Nabors,,University of Notre Dame
Rob Nelson ,,University of North Carolina at Chapel Hill
Rob Nicholson,,University of Windsor Faculty of Law
Rob Nosse,,Miami University
Rob Oakeshott,,University of Sydney
Rob Orr ,,University of Alaska system
Rob Patridge,,Willamette University
Rob Pelinka,,Bachelor of Business Administration
Rob Portman,,University of Michigan
Rob Reep,,Arkansas State University
Rob Reich,,Yale University
Rob Reiner,,University of California Los Angeles
Rob Renner,,University of Calgary
